InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
562770,21499,BLUE POLKADOT WRAP,25,8/9/2011 11:56,0.42,17139.0,United Kingdom
578275,21705,BAG 500g SWIRLY MARBLES,4,11/23/2011 13:46,1.65,15916.0,United Kingdom
581013,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/7/2011 9:32,1.65,17017.0,United Kingdom
552232,21829,DINOSAUR KEYRINGS ASSORTED,15,5/6/2011 15:54,0.42,,United Kingdom
546670,21539,RED RETROSPOT BUTTER DISH,1,3/15/2011 15:37,4.95,13451.0,United Kingdom
572552,84970S,HANGING HEART ZINC T-LIGHT HOLDER,1,10/24/2011 17:07,2.08,14096.0,United Kingdom
548203,22674,FRENCH TOILET SIGN BLUE METAL,6,3/29/2011 16:40,2.95,,United Kingdom
C561681,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-2,7/28/2011 19:14,12.75,15370.0,United Kingdom
573340,23571,TRADITIONAL NAUGHTS & CROSSES,4,10/30/2011 11:55,1.65,14159.0,United Kingdom
545688,22469,HEART OF WICKER SMALL,4,3/6/2011 12:42,1.65,16033.0,United Kingdom
560689,21754,HOME BUILDING BLOCK WORD,1,7/20/2011 11:55,5.95,15039.0,United Kingdom
544406,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2/18/2011 13:26,1.95,16726.0,United Kingdom
537645,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,12/7/2010 15:34,16.98,,United Kingdom
565767,84997c,CHILDRENS CUTLERY POLKADOT BLUE,4,9/6/2011 14:28,8.29,,United Kingdom
545699,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,3/6/2011 14:50,4.65,15572.0,United Kingdom
576644,23355,HOT WATER BOTTLE KEEP CALM,1,11/16/2011 10:01,12.46,,United Kingdom
580635,90200A,PURPLE SWEETHEART BRACELET,12,12/5/2011 12:30,4.25,14649.0,United Kingdom
559816,22479,DAISY GARDEN MARKER,1,7/12/2011 16:11,2.46,,United Kingdom
557671,22258,FELT FARM ANIMAL RABBIT,12,6/22/2011 10:11,1.25,13849.0,United Kingdom
547382,20726,LUNCH BAG WOODLAND,2,3/22/2011 15:31,1.65,15457.0,United Kingdom
566612,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3,9/13/2011 17:16,3.75,16229.0,United Kingdom
554492,21169,YOU'RE CONFUSING ME METAL SIGN ,4,5/24/2011 13:56,1.69,13168.0,United Kingdom
553184,21175,GIN + TONIC DIET METAL SIGN,1,5/15/2011 12:33,2.55,13232.0,United Kingdom
561807,23203,JUMBO BAG DOILEY PATTERNS,10,7/29/2011 15:02,2.08,17491.0,United Kingdom
569253,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,10/3/2011 10:55,1.25,13635.0,United Kingdom
536592,37370,RETRO COFFEE MUGS ASSORTED,1,12/1/2010 17:06,16.13,,United Kingdom
561651,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,7/28/2011 15:36,3.29,,United Kingdom
550649,22960,JAM MAKING SET WITH JARS,6,4/19/2011 16:37,4.25,13134.0,United Kingdom
576652,22812,PACK 3 BOXES CHRISTMAS PANETTONE,3,11/16/2011 10:39,1.95,17198.0,United Kingdom
580023,22489,PACK OF 12 TRADITIONAL CRAYONS,80,12/1/2011 11:45,0.42,17937.0,United Kingdom
581105,85152,HAND OVER THE CHOCOLATE   SIGN ,620,12/7/2011 12:14,1.92,16000.0,United Kingdom
580367,22928,YELLOW GIANT GARDEN THERMOMETER,1,12/2/2011 16:39,12.46,,United Kingdom
552280,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,5/8/2011 12:39,0.29,13561.0,United Kingdom
541133,22297,HEART IVORY TRELLIS SMALL,1,1/14/2011 10:17,2.46,,United Kingdom
575875,82583,HOT BATHS METAL SIGN,1,11/11/2011 13:06,4.13,,United Kingdom
548916,21916,SET 12 RETRO WHITE CHALK STICKS,24,4/5/2011 10:07,0.42,14849.0,United Kingdom
549291,22499,WOODEN UNION JACK BUNTING,1,4/7/2011 19:05,5.95,16261.0,United Kingdom
560393,22233,JIGSAW RABBIT AND BIRDHOUSE,1,7/18/2011 13:33,0.59,14808.0,United Kingdom
546111,22296,HEART IVORY TRELLIS LARGE,4,3/9/2011 12:39,1.65,14165.0,United Kingdom
551739,21159,MOODY BOY  DOOR HANGER ,1,5/4/2011 10:58,1.45,18118.0,United Kingdom
556667,21239,PINK  POLKADOT CUP,48,6/13/2011 16:25,0.72,15838.0,United Kingdom
569729,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,10/6/2011 9:43,4.95,16350.0,United Kingdom
543713,21866,UNION JACK FLAG LUGGAGE TAG,5,2/11/2011 11:46,3.29,,United Kingdom
572902,22952,60 CAKE CASES VINTAGE CHRISTMAS,288,10/26/2011 15:01,0.55,14866.0,United Kingdom
558904,21199,PINK  HEART CONFETTI IN TUBE,1,7/4/2011 16:18,0.83,,United Kingdom
580188,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,12/2/2011 12:02,4.25,16440.0,United Kingdom
568791,23351,ROLL WRAP 50'S CHRISTMAS,12,9/29/2011 9:51,1.25,16650.0,United Kingdom
576837,21813,GARLAND WITH STARS AND BELLS,7,11/16/2011 15:16,3.29,,United Kingdom
541417,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,10,1/17/2011 16:23,1.25,16033.0,United Kingdom
570722,47566,PARTY BUNTING,4,10/12/2011 11:08,4.95,14642.0,United Kingdom
578347,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,11/24/2011 9:26,0.83,,United Kingdom
580730,23499,SET 12 VINTAGE DOILY CHALK ,1,12/5/2011 17:28,0.83,,United Kingdom
550215,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,4/15/2011 10:43,0.83,,United Kingdom
580272,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2,12/2/2011 12:52,2.1,15547.0,United Kingdom
566079,85049E,SCANDINAVIAN REDS RIBBONS,12,9/9/2011 9:52,1.25,17593.0,United Kingdom
559133,23077,DOUGHNUT LIP GLOSS ,20,7/6/2011 13:13,1.25,17861.0,United Kingdom
574722,22095,LADS ONLY TISSUE BOX,5,11/6/2011 14:45,0.39,14502.0,United Kingdom
549321,21181,PLEASE ONE PERSON METAL SIGN,12,4/8/2011 10:19,2.1,14243.0,United Kingdom
538860,22198,LARGE POPCORN HOLDER ,11,12/14/2010 14:02,1.65,17757.0,United Kingdom
554638,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,5/25/2011 11:59,1.65,14810.0,United Kingdom
581019,84927F,PSYCHEDELIC TILE HOOK,12,12/7/2011 10:11,0.39,14794.0,United Kingdom
562611,23182,TOILET SIGN OCCUPIED OR VACANT,24,8/8/2011 11:58,0.83,17716.0,United Kingdom
546091,20685,DOORMAT RED RETROSPOT,4,3/9/2011 11:53,7.95,14936.0,Channel Islands
579187,47593B,SCOTTIE DOGS BABY BIB,3,11/28/2011 15:31,0.83,,United Kingdom
575989,22580,ADVENT CALENDAR GINGHAM SACK,1,11/13/2011 14:20,5.95,14698.0,United Kingdom
555896,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,6/7/2011 16:04,2.08,15640.0,United Kingdom
545634,22178,VICTORIAN GLASS HANGING T-LIGHT,12,3/4/2011 12:12,1.25,14911.0,EIRE
553389,23170,REGENCY TEA PLATE ROSES ,8,5/16/2011 16:37,3.29,,United Kingdom
552168,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,5/6/2011 12:28,1.25,13880.0,United Kingdom
578275,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,11/23/2011 13:46,1.25,15916.0,United Kingdom
553710,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,5/18/2011 15:35,3.75,17338.0,United Kingdom
539492,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,12/20/2010 10:14,5.91,,United Kingdom
561209,22617,BAKING SET SPACEBOY DESIGN,1,7/25/2011 16:57,10.79,,United Kingdom
538537,48138,DOORMAT UNION FLAG,2,12/13/2010 10:41,7.95,12747.0,United Kingdom
548191,22247,BUNNY DECORATION MAGIC GARDEN,1,3/29/2011 15:20,1.63,,United Kingdom
565917,21991,BOHEMIAN COLLAGE STATIONERY SET,1,9/7/2011 16:15,2.46,,United Kingdom
561750,22569,FELTCRAFT CUSHION BUTTERFLY,4,7/29/2011 12:18,3.75,16945.0,United Kingdom
571061,21172,PARTY METAL SIGN ,1,10/13/2011 14:33,4.13,,United Kingdom
548916,84991,60 TEATIME FAIRY CAKE CASES,24,4/5/2011 10:07,0.55,14849.0,United Kingdom
559163,22068,BLACK PIRATE TREASURE CHEST,1,7/6/2011 16:33,3.29,,United Kingdom
537434,22792,FLUTED ANTIQUE CANDLE HOLDER,2,12/6/2010 16:57,1.66,,United Kingdom
551850,23061,VINTAGE EMBOSSED HEART,12,5/4/2011 14:33,1.25,13731.0,United Kingdom
544112,22198,LARGE POPCORN HOLDER ,2,2/16/2011 11:37,1.65,15039.0,United Kingdom
558709,71459,HANGING JAM JAR T-LIGHT HOLDER,12,7/1/2011 13:02,0.85,17338.0,United Kingdom
567980,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,9/23/2011 11:22,2.95,15311.0,United Kingdom
557958,47599A,PINK PARTY BAGS,3,6/23/2011 19:27,2.1,16161.0,United Kingdom
577813,23266,SET OF 3 WOODEN STOCKING DECORATION,12,11/22/2011 9:06,1.25,14297.0,United Kingdom
559311,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,7/7/2011 13:35,2.55,14459.0,United Kingdom
562161,23182,TOILET SIGN OCCUPIED OR VACANT,1,8/3/2011 11:58,0.83,17841.0,United Kingdom
559894,22400,MAGNETS PACK OF 4 HOME SWEET HOME,2,7/13/2011 12:06,0.39,14159.0,United Kingdom
579293,22867,HAND WARMER BIRD DESIGN,1,11/29/2011 11:22,2.1,14419.0,United Kingdom
560716,47566,PARTY BUNTING,24,7/20/2011 13:26,4.95,17675.0,United Kingdom
562427,23037,CANDLE HOLDER SILVER MADELINE,12,8/4/2011 17:19,1.65,17267.0,United Kingdom
544572,22625,RED KITCHEN SCALES,2,2/21/2011 13:21,8.5,14639.0,United Kingdom
542192,22858,EASTER TIN KEEPSAKE,6,1/26/2011 11:27,1.65,14049.0,United Kingdom
564173,23298,SPOTTY BUNTING,6,8/23/2011 14:23,4.95,12567.0,France
550973,22606,WOODEN SKITTLES GARDEN SET,4,4/21/2011 17:06,12.75,14031.0,United Kingdom
570246,22066,LOVE HEART TRINKET POT,2,10/9/2011 16:22,0.39,16921.0,United Kingdom
540372,84378,SET OF 3 HEART COOKIE CUTTERS,12,1/6/2011 16:41,1.25,13081.0,United Kingdom
552530,23298,SPOTTY BUNTING,3,5/10/2011 8:58,4.95,13055.0,United Kingdom
551672,84631,,-4,5/3/2011 12:39,0.0,,United Kingdom
558540,21682,LARGE MEDINA STAMPED METAL BOWL ,4,6/30/2011 12:15,4.95,17706.0,United Kingdom
538900,22109,FULL ENGLISH BREAKFAST PLATE,16,12/15/2010 9:51,3.39,13078.0,United Kingdom
560772,22179,SET 10 NIGHT OWL LIGHTS,2,7/20/2011 16:12,5.79,,United Kingdom
566017,23035,DRAWER KNOB CERAMIC IVORY,12,9/8/2011 12:27,1.45,13330.0,United Kingdom
551340,21336,GOLD WASHBAG,4,4/27/2011 17:23,1.63,,United Kingdom
558111,23091,ZINC HERB GARDEN CONTAINER,1,6/26/2011 16:06,6.25,17114.0,United Kingdom
553547,22704,WRAP RED APPLES ,25,5/17/2011 15:48,0.42,12474.0,Germany
560359,21154,RED RETROSPOT OVEN GLOVE ,2,7/18/2011 11:47,1.25,14159.0,United Kingdom
555929,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,24,6/8/2011 8:12,4.15,16525.0,United Kingdom
574032,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,11/2/2011 12:37,3.75,17754.0,United Kingdom
538995,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,12/15/2010 12:05,2.55,13458.0,United Kingdom
559985,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,7/14/2011 11:46,1.65,16488.0,United Kingdom
553545,21866,UNION JACK FLAG LUGGAGE TAG,1,5/17/2011 15:37,3.29,,United Kingdom
564200,20750,RED RETROSPOT MINI CASES,1,8/23/2011 17:37,7.95,18018.0,United Kingdom
561371,82494L,WOODEN FRAME ANTIQUE WHITE ,1,7/26/2011 16:25,7.46,,United Kingdom
541219,21217,RED RETROSPOT ROUND CAKE TINS,1,1/14/2011 14:06,20.79,,United Kingdom
578317,23499,SET 12 VINTAGE DOILY CHALK ,24,11/23/2011 16:47,0.42,15398.0,United Kingdom
574726,23333,IVORY WICKER HEART MEDIUM,3,11/6/2011 14:56,1.25,14664.0,United Kingdom
569835,22616,PACK OF 12 LONDON TISSUES ,12,10/6/2011 13:05,0.39,15518.0,United Kingdom
568346,85049E,SCANDINAVIAN REDS RIBBONS,4,9/26/2011 15:28,2.46,14096.0,United Kingdom
550526,22300,COFFEE MUG DOG + BALL DESIGN,6,4/19/2011 10:40,2.55,14309.0,United Kingdom
553527,21181,PLEASE ONE PERSON METAL SIGN,12,5/17/2011 14:57,2.1,15123.0,United Kingdom
563937,84946,ANTIQUE SILVER T-LIGHT GLASS,12,8/22/2011 9:10,1.25,18204.0,United Kingdom
562518,22694,WICKER STAR ,6,8/5/2011 12:30,2.1,16818.0,United Kingdom
564758,22083,PAPER CHAIN KIT RETROSPOT,1,8/30/2011 10:39,5.79,,United Kingdom
551351,23078,ICE CREAM PEN LIP GLOSS ,48,4/28/2011 10:20,1.04,14298.0,United Kingdom
551558,84509B,SET OF 4 FAIRY CAKE PLACEMATS,2,5/3/2011 10:41,3.75,17841.0,United Kingdom
551137,21754,HOME BUILDING BLOCK WORD,1,4/26/2011 13:05,5.95,15581.0,United Kingdom
551946,22193,RED DINER WALL CLOCK,12,5/5/2011 11:18,7.65,18229.0,United Kingdom
578233,23571,TRADITIONAL NAUGHTS & CROSSES,24,11/23/2011 12:20,1.65,14049.0,United Kingdom
543097,84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,1,2/3/2011 11:41,7.46,,United Kingdom
547382,22405,MONEY BOX POCKET MONEY DESIGN,2,3/22/2011 15:31,1.25,15457.0,United Kingdom
548353,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,3/30/2011 15:05,0.29,15980.0,United Kingdom
571441,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,10/17/2011 13:31,1.63,14096.0,United Kingdom
571498,23322,LARGE WHITE HEART OF WICKER,6,10/17/2011 15:06,2.95,17841.0,United Kingdom
561093,22553,PLASTERS IN TIN SKULLS,24,7/25/2011 10:01,1.65,12540.0,Spain
559863,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,2,7/13/2011 10:33,1.65,15039.0,United Kingdom
564855,22716,CARD CIRCUS PARADE,12,8/31/2011 9:10,0.42,16746.0,United Kingdom
566060,22179,SET 10 NIGHT OWL LIGHTS,1,9/8/2011 15:27,13.29,,United Kingdom
550496,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,4/18/2011 15:05,3.29,,United Kingdom
563444,21411,GINGHAM HEART  DOORSTOP RED,2,8/16/2011 13:50,4.25,16033.0,United Kingdom
572186,22798,ANTIQUE GLASS DRESSING TABLE POT,8,10/21/2011 10:55,2.95,16497.0,United Kingdom
539609,85185D,FROG SOCK PUPPET,1,12/20/2010 14:15,2.95,15527.0,United Kingdom
581219,22074,6 RIBBONS SHIMMERING PINKS ,2,12/8/2011 9:28,1.25,,United Kingdom
567672,21756,BATH BUILDING BLOCK WORD,2,9/21/2011 15:39,6.25,16085.0,United Kingdom
542345,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2,1/27/2011 11:55,2.95,15910.0,United Kingdom
546479,20726,LUNCH BAG WOODLAND,10,3/14/2011 11:38,1.65,12682.0,France
576865,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,1,11/16/2011 16:08,6.75,12748.0,United Kingdom
553014,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,5/12/2011 18:49,0.83,13451.0,United Kingdom
550541,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,4/19/2011 11:33,7.46,,United Kingdom
559424,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,7/8/2011 12:14,1.65,18121.0,United Kingdom
571705,22273,FELTCRAFT DOLL MOLLY,6,10/18/2011 15:22,2.95,12360.0,Austria
559923,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,7/13/2011 16:07,3.29,,United Kingdom
580672,23507,MINI PLAYING CARDS BUFFALO BILL ,2,12/5/2011 14:29,0.42,17920.0,United Kingdom
547055,84459B,YELLOW METAL CHICKEN HEART ,2,3/20/2011 12:14,1.49,16444.0,United Kingdom
569213,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,10/2/2011 12:11,8.95,13782.0,United Kingdom
556473,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,6/12/2011 12:00,4.95,17265.0,United Kingdom
537880,22150,3 STRIPEY MICE FELTCRAFT,12,12/9/2010 9:14,1.95,12963.0,United Kingdom
570200,20726,LUNCH BAG WOODLAND,3,10/7/2011 16:03,1.65,16918.0,United Kingdom
568505,85099B,JUMBO BAG RED RETROSPOT,110,9/27/2011 12:17,1.79,15311.0,United Kingdom
574269,22071,SMALL WHITE RETROSPOT MUG IN BOX ,6,11/3/2011 14:27,3.75,15570.0,United Kingdom
543277,46000M,POLYESTER FILLER PAD 45x45cm,3,2/6/2011 14:33,1.55,15808.0,United Kingdom
557502,22472,TV DINNER TRAY DOLLY GIRL,1,6/20/2011 15:32,10.79,,United Kingdom
575300,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,11/9/2011 12:30,3.95,13804.0,United Kingdom
569715,22421,LIPSTICK PEN FUSCHIA,5,10/5/2011 17:29,0.42,15856.0,United Kingdom
550145,22629,SPACEBOY LUNCH BOX ,12,4/14/2011 14:15,1.95,12637.0,France
573413,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,10/30/2011 16:12,4.95,15444.0,United Kingdom
569839,23199,JUMBO BAG APPLES,400,10/6/2011 13:21,1.79,15769.0,United Kingdom
555276,23298,SPOTTY BUNTING,1,6/1/2011 17:28,10.79,,United Kingdom
578814,21429,RED GINGHAM ROSE JEWELLERY BOX,1,11/25/2011 13:40,1.95,12748.0,United Kingdom
559911,85099B,JUMBO BAG RED RETROSPOT,10,7/13/2011 14:39,1.79,13777.0,United Kingdom
547860,10135,COLOURING PENCILS BROWN TUBE,2,3/27/2011 12:21,1.25,17625.0,United Kingdom
558475,90067A,PINK VINTAGE VICTORIAN EARRINGS,1,6/29/2011 15:58,2.9,,United Kingdom
574826,20757,RED DAISY POCKET BOOK ,3,11/7/2011 10:58,0.85,15870.0,United Kingdom
565922,22077,6 RIBBONS RUSTIC CHARM,12,9/8/2011 9:51,1.95,14116.0,United Kingdom
574683,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,11/6/2011 12:50,2.95,16372.0,United Kingdom
552631,21058,PARTY INVITES WOODLAND,12,5/10/2011 12:55,0.85,12684.0,France
565779,84879,ASSORTED COLOUR BIRD ORNAMENT,8,9/6/2011 15:14,1.69,15804.0,United Kingdom
557642,20711,JUMBO BAG TOYS ,2,6/21/2011 16:35,4.13,,United Kingdom
575875,22584,PACK OF 6 PANNETONE GIFT BOXES,1,11/11/2011 13:06,4.96,,United Kingdom
556108,21454,PAINTED PINK RABBIT ,2,6/8/2011 17:59,0.83,,United Kingdom
577711,21222,SET/4 BADGES BEETLES,1,11/21/2011 12:17,1.25,15527.0,United Kingdom
537237,22419,LIPSTICK PEN RED,10,12/6/2010 9:58,0.85,,United Kingdom
560211,21311,SET/4 BIRD MIRROR MAGNETS ,24,7/15/2011 14:34,0.29,12621.0,Germany
559896,22303,COFFEE MUG APPLES DESIGN,6,7/13/2011 12:15,2.55,15530.0,United Kingdom
545038,21904,HOUSE WRECKING METAL SIGN ,1,2/27/2011 10:13,2.1,13684.0,United Kingdom
550500,23207,LUNCH BAG ALPHABET DESIGN,1,4/18/2011 15:26,4.13,,United Kingdom
549964,22341,LOVE GARLAND PAINTED ZINC ,12,4/13/2011 14:12,1.65,13122.0,United Kingdom
553565,71053,WHITE METAL LANTERN,4,5/18/2011 9:01,3.75,17505.0,United Kingdom
566929,23209,LUNCH BAG VINTAGE DOILY ,100,9/15/2011 15:21,1.45,17428.0,United Kingdom
549560,22918,HERB MARKER PARSLEY,1,4/10/2011 13:26,0.65,15058.0,United Kingdom
537262,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,12/6/2010 11:26,9.95,15039.0,United Kingdom
574721,22659,LUNCH BOX I LOVE LONDON,5,11/6/2011 14:43,1.95,17920.0,United Kingdom
578541,22853,CAT BOWL VINTAGE CREAM,6,11/24/2011 15:01,3.25,14277.0,France
543652,22334,DINOSAUR PARTY BAG + STICKER SET,8,2/11/2011 10:15,1.65,15544.0,United Kingdom
565415,22550,HOLIDAY FUN LUDO,1,9/4/2011 12:00,3.75,14067.0,United Kingdom
579187,21739,COSY SLIPPER SHOES SMALL GREEN,2,11/28/2011 15:31,2.46,,United Kingdom
550331,21875,KINGS CHOICE MUG,2,4/17/2011 13:43,1.25,15555.0,United Kingdom
C540417,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-30,1/7/2011 10:56,1.95,13680.0,United Kingdom
565479,23233,WRAP POPPIES  DESIGN,25,9/5/2011 11:19,0.42,13999.0,United Kingdom
541999,22256,FELT FARM ANIMAL CHICKEN,1,1/25/2011 10:45,2.46,,United Kingdom
540505,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,6,1/9/2011 11:05,2.95,17095.0,United Kingdom
576052,22613,PACK OF 20 SPACEBOY NAPKINS,2,11/13/2011 14:48,0.85,15787.0,United Kingdom
551174,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,4/26/2011 17:02,3.29,,United Kingdom
564230,20728,LUNCH BAG CARS BLUE,19,8/24/2011 10:22,4.96,,United Kingdom
572889,22078,RIBBON REEL LACE DESIGN ,5,10/26/2011 13:56,2.1,12748.0,United Kingdom
579286,22744,MAKE YOUR OWN MONSOON CARD KIT,1,11/29/2011 10:57,2.95,17772.0,United Kingdom
556266,22626,BLACK KITCHEN SCALES,1,6/9/2011 19:26,8.5,13900.0,United Kingdom
543541,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,6,2/9/2011 14:44,1.65,12462.0,Spain
567709,84978,HANGING HEART JAR T-LIGHT HOLDER,12,9/22/2011 9:53,1.25,15239.0,United Kingdom
542419,22556,PLASTERS IN TIN CIRCUS PARADE ,1,1/27/2011 17:41,1.65,14662.0,United Kingdom
581118,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,12/7/2011 12:26,4.95,15136.0,United Kingdom
574659,22470,HEART OF WICKER LARGE,2,11/6/2011 11:44,2.95,16942.0,United Kingdom
559317,23182,TOILET SIGN OCCUPIED OR VACANT,3,7/7/2011 14:03,0.83,17611.0,United Kingdom
541827,DOT,DOTCOM POSTAGE,1,1/21/2011 17:05,403.81,,United Kingdom
577723,23355,HOT WATER BOTTLE KEEP CALM,1,11/21/2011 12:36,4.95,16713.0,United Kingdom
545764,22084,PAPER CHAIN KIT EMPIRE,24,3/7/2011 12:00,2.95,13408.0,United Kingdom
543476,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2/8/2011 15:24,2.1,13050.0,United Kingdom
573340,23321,SMALL WHITE HEART OF WICKER,5,10/30/2011 11:55,1.65,14159.0,United Kingdom
545218,85099B,JUMBO BAG RED RETROSPOT,10,2/28/2011 17:01,1.95,17462.0,United Kingdom
548631,22294,HEART FILIGREE DOVE  SMALL,5,4/1/2011 12:24,1.25,13184.0,United Kingdom
552039,22553,PLASTERS IN TIN SKULLS,12,5/6/2011 8:10,1.65,13081.0,United Kingdom
557468,84991,60 TEATIME FAIRY CAKE CASES,3,6/20/2011 13:14,0.55,16713.0,United Kingdom
564962,22267,EASTER DECORATION EGG BUNNY ,1,8/31/2011 14:35,0.39,17777.0,United Kingdom
551160,23069,EDWARDIAN PHOTO FRAME,2,4/26/2011 15:04,6.25,15237.0,United Kingdom
559095,21558,SKULL LUNCH BOX WITH CUTLERY ,12,7/6/2011 10:49,2.55,13198.0,United Kingdom
536804,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,12/2/2010 16:34,3.39,14031.0,United Kingdom
570690,22185,SLATE TILE NATURAL HANGING,1,10/11/2011 16:37,3.29,,United Kingdom
577530,22766,PHOTO FRAME CORNICE,8,11/20/2011 13:48,2.95,14950.0,United Kingdom
557764,21166,COOK WITH WINE METAL SIGN ,12,6/22/2011 14:21,2.08,13089.0,United Kingdom
576618,23219,LAUREL STAR ANTIQUE SILVER ,3,11/15/2011 17:00,2.46,,United Kingdom
557639,22271,FELTCRAFT DOLL ROSIE,1,6/21/2011 16:13,2.95,12933.0,United Kingdom
547064,71270,PHOTO CLIP LINE,12,3/20/2011 13:38,1.25,16096.0,United Kingdom
574892,23396,LE JARDIN BOTANIQUE CUSHION COVER,5,11/7/2011 14:40,3.75,14700.0,United Kingdom
539492,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,12/20/2010 10:14,13.57,,United Kingdom
539750,22732,3D VINTAGE CHRISTMAS STICKERS ,4,12/21/2010 15:40,1.66,,United Kingdom
556494,85049A,TRADITIONAL CHRISTMAS RIBBONS,3,6/12/2011 14:57,1.25,17802.0,United Kingdom
554843,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,24,5/26/2011 19:13,0.85,13911.0,United Kingdom
539750,21989,PACK OF 20 SKULL PAPER NAPKINS,2,12/21/2010 15:40,2.51,,United Kingdom
556636,82580,BATHROOM METAL SIGN,1,6/13/2011 15:30,1.25,,United Kingdom
552678,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,5/10/2011 15:08,4.13,,United Kingdom
573096,22982,PANTRY PASTRY BRUSH,12,10/27/2011 14:40,1.25,14004.0,United Kingdom
556476,23109,LED TEA LIGHTS,6,6/12/2011 12:08,2.89,17175.0,United Kingdom
580983,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,12/6/2011 16:26,1.24,,United Kingdom
576837,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,11/16/2011 15:16,4.13,,United Kingdom
557311,22894,TABLECLOTH RED APPLES DESIGN ,3,6/19/2011 15:36,9.95,15700.0,United Kingdom
560579,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,7/19/2011 15:13,7.95,15867.0,United Kingdom
537645,21935,SUKI  SHOULDER BAG,2,12/7/2010 15:34,4.21,,United Kingdom
580965,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,12/6/2011 14:52,4.95,12417.0,Belgium
574269,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,11/3/2011 14:27,3.95,15570.0,United Kingdom
571725,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,10/19/2011 8:32,3.95,13491.0,United Kingdom
536592,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,12/1/2010 17:06,16.98,,United Kingdom
558759,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,7/3/2011 12:36,1.25,13148.0,United Kingdom
548780,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,4/4/2011 12:37,0.85,13294.0,United Kingdom
580636,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,12/5/2011 12:33,2.1,16746.0,United Kingdom
575886,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,11/11/2011 13:57,1.65,12517.0,Germany
